0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.140399932861328125e+00,1.399999976158142090e+00,3.873399963378906250e+02,3.860599975585937500e+02,1.418999958038330078e+01,-1.113500000000000000e+03,-3.612322235107421875e+01,-3.645589687500000000e+05,5.051180124282836914e-01,3.964211791753768921e-03,5.503056198358535767e-02
5.555540323257446289e-03,2.138303041458129883e+00,1.354853630065917969e+00,3.874021911621093750e+02,3.855921020507812500e+02,1.398931503295898438e+01,-3.138828125000000000e+03,7.707927703857421875e+01,-6.213333984375000000e+04,4.612564146518707275e-01,2.375971293076872826e-03,5.503056198358535767e-02
1.111114025115966797e-02,2.138551235198974609e+00,1.315400123596191406e+00,3.873227233886718750e+02,3.848063049316406250e+02,1.441753292083740234e+01,-3.484013183593750000e+03,5.924286651611328125e+01,-2.567201406250000000e+05,4.207744300365447998e-01,2.453018212690949440e-03,5.503056198358535767e-02
1.666671037673950195e-02,2.146343469619750977e+00,1.278986573219299316e+00,3.871026306152343750e+02,3.838516235351562500e+02,1.474666023254394531e+01,-4.910236328125000000e+03,-1.796531867980957031e+01,-1.661902187500000000e+05,3.850128352642059326e-01,1.751894829794764519e-03,5.503056198358535767e-02
2.222251892089843750e-02,2.158066511154174805e+00,1.246819019317626953e+00,3.867393188476562500e+02,3.826387329101562500e+02,1.464685249328613281e+01,-5.833515625000000000e+03,7.501908111572265625e+01,-2.086450000000000000e+05,3.524236977100372314e-01,1.649843412451446056e-03,5.503056198358535767e-02
2.777841687202453613e-02,2.175621747970581055e+00,1.217505097389221191e+00,3.862330932617187500e+02,3.812584228515625000e+02,1.506362724304199219e+01,-6.992654296875000000e+03,2.310188484191894531e+01,-1.173798359375000000e+05,3.216328322887420654e-01,1.109877368435263634e-03,5.503056198358535767e-02
3.333398699760437012e-02,2.201116800308227539e+00,1.189808726310729980e+00,3.855879821777343750e+02,3.797920837402343750e+02,1.519197082519531250e+01,-7.644764160156250000e+03,1.288648986816406250e+01,-9.227253906250000000e+04,2.932801246643066406e-01,8.627924835309386253e-04,5.503056198358535767e-02
3.888952732086181641e-02,2.231955051422119141e+00,1.164305448532104492e+00,3.848418273925781250e+02,3.783633728027343750e+02,1.526356220245361328e+01,-8.157389648437500000e+03,-6.424753570556640625e+01,-3.182030078125000000e+04,2.683216929435729980e-01,6.759183597750961781e-04,5.503056198358535767e-02
4.444506764411926270e-02,2.264440536499023438e+00,1.141855359077453613e+00,3.840351562500000000e+02,3.770354919433593750e+02,1.490663146972656250e+01,-8.334168945312500000e+03,-7.587169170379638672e+00,-1.419215429687500000e+04,2.461726367473602295e-01,5.096550448797643185e-04,5.503056198358535767e-02
5.000060796737670898e-02,2.298040390014648438e+00,1.121932268142700195e+00,3.832015380859375000e+02,3.758460083007812500e+02,1.486448097229003906e+01,-8.413013671875000000e+03,1.636356735229492188e+01,1.575039355468750000e+04,2.249161303043365479e-01,4.052712465636432171e-04,5.503056198358535767e-02
5.555614829063415527e-02,2.335788011550903320e+00,1.102812051773071289e+00,3.823626098632812500e+02,3.747955017089843750e+02,1.495538902282714844e+01,-8.325511718750000000e+03,-3.967971420288085938e+01,3.348758203125000000e+04,2.051179856061935425e-01,3.359773254487663507e-04,5.503056198358535767e-02
6.111171841621398926e-02,2.375417947769165039e+00,1.085003614425659180e+00,3.815464782714843750e+02,3.738916931152343750e+02,1.473493194580078125e+01,-8.139470214843750000e+03,-3.358211755752563477e+00,6.202872656250000000e+04,1.869190484285354614e-01,2.746745885815471411e-04,5.503056198358535767e-02
6.666758656501770020e-02,2.415526151657104492e+00,1.068633675575256348e+00,3.807736816406250000e+02,3.731496276855468750e+02,1.471627616882324219e+01,-7.794866210937500000e+03,-4.053182220458984375e+01,8.157492187500000000e+04,1.702838242053985596e-01,2.556264225859194994e-04,5.503056198358535767e-02
7.222357392311096191e-02,2.455348968505859375e+00,1.053670287132263184e+00,3.800627746582031250e+02,3.725857543945312500e+02,1.449110317230224609e+01,-7.341672363281250000e+03,-2.368414878845214844e+01,9.690719531250000000e+04,1.554733663797378540e-01,2.254434948554262519e-04,5.503056198358535767e-02
7.777911424636840820e-02,2.493499755859375000e+00,1.040348291397094727e+00,3.794294128417968750e+02,3.722013854980468750e+02,1.435952949523925781e+01,-6.803295898437500000e+03,-1.396827125549316406e+01,9.771264843750000000e+04,1.420379132032394409e-01,1.886722166091203690e-04,5.503056198358535767e-02
8.333462476730346680e-02,2.530401229858398438e+00,1.028263092041015625e+00,3.788840026855468750e+02,3.719781799316406250e+02,1.428192806243896484e+01,-6.260447753906250000e+03,-9.182959556579589844e+00,1.186218281250000000e+05,1.298641115427017212e-01,1.991389144677668810e-04,5.503056198358535767e-02
8.889016509056091309e-02,2.565877437591552734e+00,1.017312765121459961e+00,3.784333496093750000e+02,3.719181518554687500e+02,1.423091125488281250e+01,-5.601437988281250000e+03,-9.720475196838378906e+00,9.690860937500000000e+04,1.190638467669487000e-01,1.382732443744316697e-04,5.503056198358535767e-02
