0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.140399932861328125e+00,1.399999976158142090e+00,3.873399963378906250e+02,3.860599975585937500e+02,1.418999958038330078e+01,-1.113500000000000000e+03,1.863847923278808594e+01,-5.480403125000000000e+05,5.039430260658264160e-01,5.376902408897876740e-03,5.503056198358535767e-02
5.555570125579833984e-03,2.140718221664428711e+00,1.353796720504760742e+00,3.873813781738281250e+02,3.853468322753906250e+02,1.429441833496093750e+01,-4.028580810546875000e+03,3.771899414062500000e+01,-2.068610000000000000e+05,4.588939547538757324e-01,2.644421765580773354e-03,5.503056198358535767e-02
1.111111044883728027e-02,2.144090414047241211e+00,1.313275098800659180e+00,3.872222595214843750e+02,3.840485534667968750e+02,1.453700065612792969e+01,-5.272425292968750000e+03,7.565220642089843750e+01,-1.860799062500000000e+05,4.173445999622344971e-01,2.169142244383692741e-03,5.503056198358535767e-02
1.666674017906188965e-02,2.155522584915161133e+00,1.275901436805725098e+00,3.868552551269531250e+02,3.826213684082031250e+02,1.494212341308593750e+01,-6.485691406250000000e+03,-8.574925661087036133e-01,-1.909906250000000000e+05,3.797111511230468750e-01,1.776873250491917133e-03,5.503056198358535767e-02
2.222308516502380371e-02,2.173468112945556641e+00,1.242050170898437500e+00,3.863087768554687500e+02,3.810198669433593750e+02,1.486903190612792969e+01,-7.630976562500000000e+03,-4.139925384521484375e+01,1.432141250000000000e+05,3.474745452404022217e-01,1.378362765535712242e-03,5.503056198358535767e-02
2.777883410453796387e-02,2.193093776702880859e+00,1.213053345680236816e+00,3.856364440917968750e+02,3.797297363281250000e+02,1.471280956268310547e+01,-6.811264160156250000e+03,2.549557495117187500e+01,5.682044531250000000e+04,3.179298639297485352e-01,9.931976674124598503e-04,5.503056198358535767e-02
3.333437442779541016e-02,2.218204021453857422e+00,1.186477899551391602e+00,3.849339904785156250e+02,3.789142761230468750e+02,1.483999347686767578e+01,-6.783813476562500000e+03,-2.163336944580078125e+01,1.420174062500000000e+05,2.911725044250488281e-01,9.514149860478937626e-04,5.503056198358535767e-02
3.889003396034240723e-02,2.247032165527343750e+00,1.162409663200378418e+00,3.842533569335937500e+02,3.782700500488281250e+02,1.470415115356445312e+01,-6.055763671875000000e+03,2.748189735412597656e+01,1.274370000000000000e+05,2.669355869293212891e-01,7.693716324865818024e-04,5.503056198358535767e-02
4.444560408592224121e-02,2.278498411178588867e+00,1.140608549118041992e+00,3.836343078613281250e+02,3.779253234863281250e+02,1.477080726623535156e+01,-5.080465820312500000e+03,-1.987451934814453125e+01,7.601142187500000000e+04,2.457042783498764038e-01,5.578721174970269203e-04,5.503056198358535767e-02
5.000114440917968750e-02,2.310104846954345703e+00,1.121510982513427734e+00,3.831152343750000000e+02,3.778572692871093750e+02,1.464044094085693359e+01,-4.552505371093750000e+03,2.683590126037597656e+01,-1.144435000000000000e+05,2.269395738840103149e-01,5.289168329909443855e-04,5.503056198358535767e-02
5.555671453475952148e-02,2.341678619384765625e+00,1.104632139205932617e+00,3.826860351562500000e+02,3.776180114746093750e+02,1.478510284423828125e+01,-5.436169921875000000e+03,3.021169090270996094e+01,9.749955078125000000e+03,2.095754444599151611e-01,3.403642913326621056e-04,5.503056198358535767e-02
6.111228466033935547e-02,2.374718189239501953e+00,1.089013099670410156e+00,3.822788085937500000e+02,3.770869445800781250e+02,1.492163562774658203e+01,-5.718073730468750000e+03,2.428425598144531250e+01,-9.259333007812500000e+03,1.936577260494232178e-01,2.727006212808191776e-04,5.503056198358535767e-02
6.666830182075500488e-02,2.408403873443603516e+00,1.074695110321044922e+00,3.818686828613281250e+02,3.764536743164062500e+02,1.508117675781250000e+01,-5.947037597656250000e+03,1.581205177307128906e+01,-2.020495312500000000e+04,1.788144111633300781e-01,2.184552140533924103e-04,5.503056198358535767e-02
7.222402095794677734e-02,2.442929744720458984e+00,1.061343550682067871e+00,3.814469604492187500e+02,3.757879028320312500e+02,1.519895839691162109e+01,-6.164762695312500000e+03,8.264606475830078125e+00,2.078707226562500000e+04,1.650396734476089478e-01,1.723735767882317305e-04,5.503056198358535767e-02
